assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path
GCA_000437055.1	PRJEB746	SAMEA3138737	CBKP000000000.1	na	1263088	1263088	Methanobrevibacter smithii CAG:186			latest	Scaffold	Major	Full	2013/07/17	MGS186	DTU	GCF_000437055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000437055.1_MGS186
GCA_000755245.1	PRJDB3111	SAMD00019895	BBMP00000000.1	representative genome	1264579	1264579	Halococcus sediminicola	strain=CBA1101		latest	Contig	Major	Full	2014/09/11	ASM75524v1	Korea Basic Science Institute	GCF_000755245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000755245.1_ASM75524v1
GCA_000300255.2	PRJNA175948	SAMN03081445		na	1236689	1291540	Candidatus Methanomethylophilus alvus Mx1201	strain=Mx1201		latest	Complete Genome	Major	Full	2013/04/09	ASM30025v2	Université d'Auvergne	GCF_000300255.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000300255.2_ASM30025v2
GCA_000455365.1	PRJEB1777	SAMEA2272053	CBMA000000000.1	na	1293047	1293047	Halopiger djelfamassiliensis	strain=IIH2		latest	Scaffold	Major	Full	2013/08/20	HdjelfamassiliensisIIH2	ebi	GCF_000455365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000455365.1_HdjelfamassiliensisIIH2
GCA_000455345.1	PRJEB1780	SAMEA2272090	CBMB000000000.1	na	1293048	1293048	Halopiger goleamassiliensis	strain=IIH3		latest	Scaffold	Major	Full	2013/08/20	Halgo	ebi	GCF_000455345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000455345.1_Halgo
GCA_000949015.1	PRJNA274893	SAMN03333330	JYHS00000000.1	na	1293648	1293648	Acidiplasma sp. MBA-1	strain=MBA-1		latest	Contig	Major	Full	2015/03/06	ASM94901v1	RIPCM	GCF_000949015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000949015.1_ASM94901v1
GCA_000387965.1	PRJNA189432	SAMN02470757	APJZ00000000.1	na	1294122	1294122	nanoarchaeote Nst1			latest	Contig	Major	Full	2013/05/02	Nst1	Oak Ridge National Lab	GCF_000387965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000387965.1_Nst1
GCA_000389735.1	PRJNA189433	SAMN02470749	APJY00000000.1	na	1294123	1294123	Sulfolobales archaeon Acd1		Acd1	latest	Contig	Major	Full	2013/05/07	Acd1	Oak Ridge National Lab	GCF_000389735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000389735.1_Acd1
GCA_000484975.1	PRJNA190793	SAMN02440765	AXWL00000000.1	na	1298885	1298885	Thaumarchaeota archaeon SCGC AAA282-K18	strain=SCGC AAA282-K18		latest	Contig	Major	Full	2013/10/25	ASM48497v1	DOE Joint Genome Institute	GCF_000484975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000484975.1_ASM48497v1
GCA_000484955.1	PRJNA190801	SAMN02441106	AXWK00000000.1	na	1298894	1298894	Euryarchaeota archaeon SCGC AAA287-N16	strain=SCGC AAA287-N16		latest	Contig	Major	Full	2013/10/25	ASM48495v1	DOE Joint Genome Institute	GCF_000484955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000484955.1_ASM48495v1
GCA_000484935.1	PRJNA190806	SAMN02441105	AXWJ00000000.1	na	1298895	1298895	Euryarchaeota archaeon SCGC AAA287-E17	strain=SCGC AAA287-E17		latest	Contig	Major	Full	2013/10/25	ASM48493v1	DOE Joint Genome Institute	GCF_000484935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000484935.1_ASM48493v1
GCA_000484915.1	PRJNA190810	SAMN02441439	AXWI00000000.1	na	1298898	1298898	Euryarchaeota archaeon SCGC AAA286-E23	strain=SCGC AAA286-E23		latest	Contig	Major	Full	2013/10/25	ASM48491v1	DOE Joint Genome Institute	GCF_000484915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000484915.1_ASM48491v1
GCA_000484895.1	PRJNA190811	SAMN02441104	AXWH00000000.1	na	1298899	1298899	Euryarchaeota archaeon SCGC AAA287-I03	strain=SCGC AAA287-I03		latest	Contig	Major	Full	2013/10/25	ASM48489v1	DOE Joint Genome Institute	GCF_000484895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000484895.1_ASM48489v1
GCA_000739065.1	PRJNA242490	SAMN02951366		na	1301915	1301915	Methanocaldococcus sp. JH146	strain=JH146		latest	Complete Genome	Major	Full	2014/08/12	ASM73906v1	Kyung Hee University	GCF_000739065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000739065.1_ASM73906v1
GCA_000402255.1	PRJNA192224	SAMN02441065	AQTF00000000.1	na	1302614	1302614	Nanoarchaeota archaeon SCGC AAA011-J2	strain=SCGC AAA011-J02		latest	Contig	Major	Partial	2013/05/29	ASM40225v1	DOE Joint Genome Institute	GCF_000402255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402255.1_ASM40225v1
GCA_000385565.1	PRJNA196460	SAMN02028569		representative genome	387631	1316941	Archaeoglobus sulfaticallidus PM70-1	strain=PM70-1		latest	Complete Genome	Major	Full	2013/04/30	ASM38556v1	University of Bergen, Centre for Geobiology, Department of Biology	GCF_000385565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000385565.1_ASM38556v1
GCA_000415945.1	PRJNA176231	SAMN01940911	ARPW00000000.1	na	1325472	1325472	halophilic archaeon J07HX5			latest	Scaffold	Major	Full	2013/09/04	HX64_HX5_0315125.1	University of California, San Diego, Scripps Institution of Oceanography	GCF_000415945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000415945.1_HX64_HX5_0315125.1
GCA_000961135.1	PRJNA273893	SAMN03323732	JZWS00000000.1	na	1326980	1326980	Sulfolobales archaeon AZ1		AZ1-454	latest	Contig	Major	Full	2015/03/24	ASM96113v1	Center for Genomic Sciences	GCF_000961135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000961135.1_ASM96113v1
GCA_000565255.1	PRJNA198460	SAMN03444554	ASRH00000000.1	na	1326980	1326980	Sulfolobales archaeon AZ1		AZ1-illumina	latest	Contig	Major	Full	2014/02/07	Az1	Center for Genomic Sciences	GCF_000565255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000565255.1_Az1
GCA_000403645.1	PRJNA202311	SAMN02602994		na	1333523	1333523	Salinarchaeum sp. Harcht-Bsk1	strain=Harcht-Bsk1		latest	Complete Genome	Major	Full	2013/05/30	ASM40364v1	Baltic Federal University	GCF_000403645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000403645.1_ASM40364v1
GCA_000320505.2	PRJDB198		BAGX00000000.2	representative genome	1214066	1348249	Methanobrevibacter boviskoreani JH1	strain=JH1		latest	Contig	Major	Full	2012/10/03	ASM32050v2	Korea Research Institute of Bioscience and Biotechnology	GCF_000320505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000320505.2_ASM32050v2
GCA_000685395.1	PRJNA210247	SAMN02767256	AVSQ00000000.1	na	1353246	1353246	Thaumarchaeota archaeon MY2	strain=MY2		latest	Contig	Major	Full	2014/05/07	NKMY2	Chungbuk National University	GCF_000685395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000685395.1_NKMY2
GCA_000802205.1	PRJNA210256	SAMN03074222	JROT00000000.1	na	1353260	1353260	Thaumarchaeota archaeon MY3	strain=MY3		latest	Scaffold	Major	Full	2014/12/16	ASM80220v1	Chungbuk National University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000802205.1_ASM80220v1
GCA_000446015.1	PRJNA212068	SAMN02602995		na	1365176	1365176	Thermofilum sp. 1910b			latest	Complete Genome	Major	Full	2013/08/13	ASM44601v1	Baltic Federal University	GCF_000446015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000446015.1_ASM44601v1
GCA_000494145.1	PRJNA213352	SAMN02441769	AWOE00000000.1	na	1378080	1378080	Thaumarchaeota archaeon JGI OTU-1	strain=JGI OTU-1		latest	Contig	Major	Full	2013/10/31	Aigarchaeota archaeon OTU 1	DOE Joint Genome Institute	GCF_000494145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494145.1_Aigarchaeota_archaeon_OTU_1
GCA_000494185.1	PRJNA213450	SAMN02441761	AWOC00000000.1	na	1379386	1379386	Thaumarchaeota archaeon JGI OTU-3	strain=JGI OTU-3		latest	Contig	Major	Full	2013/10/31	Aigarchaeota archaeon OTU 3	DOE Joint Genome Institute	GCF_000494185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494185.1_Aigarchaeota_archaeon_OTU_3
GCA_000494125.1	PRJNA213451	SAMN02441770	AWOF00000000.1	na	1379389	1379389	Thaumarchaeota archaeon JGI OTU-4	strain=JGI OTU-4		latest	Contig	Major	Full	2013/10/31	Aigarchaeota archaeon OTU 4	DOE Joint Genome Institute	GCF_000494125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494125.1_Aigarchaeota_archaeon_OTU_4
GCA_000494105.1	PRJNA213452	SAMN02441766	AWOG00000000.1	na	1379390	1379390	Nanoarchaeota archaeon JGI OTU-1	strain=JGI OTU-1		latest	Contig	Major	Full	2013/10/31	Nanoarchaeota archaeon OTU 1 combined assembly	DOE Joint Genome Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494105.1_Nanoarchaeota_archaeon_OTU_1_combined_assembly
GCA_000494085.1	PRJNA213453	SAMN02441767	AWOH00000000.1	na	1379391	1379391	Nanoarchaeota archaeon JGI OTU-2	strain=JGI OTU-2		latest	Contig	Major	Full	2013/10/31	Nanoarchaeota archaeon OTU 2 combined assembly	DOE Joint Genome Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494085.1_Nanoarchaeota_archaeon_OTU_2_combined_assembly
GCA_000499765.1	PRJEB4386	SAMEA3138830		na	1379702	1379702	Methanobacterium sp. MB1			latest	Complete Genome	Major	Full	2013/11/14	Methanobacterium	irena.maus	GCF_000499765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000499765.1_Methanobacterium
GCA_000739555.1	PRJDB2988	SAMD00018743	BBJN00000000.1	representative genome	1380430	1380430	Halolamina rubra	strain=CBA1107		latest	Contig	Major	Full	2014/07/31	ASM73955v1	Korea Basic Science Institute	GCF_000739555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000739555.1_ASM73955v1
GCA_000685155.1	PRJNA242803	SAMN02713514	JMIY00000000.1	na	1392998	1392998	Candidatus Methanoperedens nitroreducens	strain=ANME-2d		latest	Contig	Major	Full	2014/05/06	ANME2D V10	University of Queensland	GCF_000685155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000685155.1_ANME2D_V10
GCA_000494165.1	PRJNA212803	SAMN02441762	AWOD00000000.1	na	1395101	1395101	Thaumarchaeota archaeon JGI OTU-2	strain=JGI OTU-2		latest	Contig	Major	Full	2013/10/31	Aigarchaeota archaeon OTU 2	DOE Joint Genome Institute	GCF_000494165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494165.1_Aigarchaeota_archaeon_OTU_2
GCA_000740075.1	PRJNA222265	SAMN02369553	AYGT00000000.1	na	1406378	1406378	Nanohaloarchaea archaeon AB578-D14		AB578-D14	latest	Contig	Major	Full	2014/08/14	ASM74007v1	University of Alicante	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000740075.1_ASM74007v1
GCA_000404225.1	PRJNA189659	SAMN03081468		na	1295009	1406512	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	strain=Issoire-Mx1		latest	Complete Genome	Major	Full	2013/06/03	ASM40422v1	Universite d'Auvergne	GCF_000404225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000404225.1_ASM40422v1
GCA_000723185.1	PRJEB4650	SAMEA3139018	CBTY000000000.1	na	1407055	1407055	Thaumarchaeota archaeon N4	strain=N4		latest	Contig	Major	Full	2013/12/05	APF_1883_PRJEB4650	Genoscope CEA	GCF_000723185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000723185.1_APF_1883_PRJEB4650
GCA_000495675.1	PRJNA221622	SAMN02364255	AYMA00000000.1	na	1410573	1410573	uncultured Acidilobus sp. MG			latest	Contig	Major	Full	2013/11/05	Acidilobus sp. MG	Montana State University	GCF_000495675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000495675.1_Acidilobus_sp._MG
GCA_000495695.1	PRJNA221622	SAMN02364258	AYMB00000000.1	na	1410574	1410574	uncultured Acidilobus sp. CIS			latest	Contig	Major	Full	2013/11/05	Acidilobus sp. CIS	Montana State University	GCF_000495695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000495695.1_Acidilobus_sp._CIS
GCA_000495715.1	PRJNA221622	SAMN02364257	AYMC00000000.1	na	1410575	1410575	uncultured Acidilobus sp. OSP8			latest	Contig	Major	Full	2013/11/05	Acidilobus sp. CIS	Montana State University	GCF_000495715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000495715.1_Acidilobus_sp._CIS
GCA_000495735.1	PRJNA221622	SAMN02364256	AYMD00000000.1	na	1410576	1410576	uncultured Acidilobus sp. JCHS			latest	Contig	Major	Full	2013/11/05	Acidilobus sp. JCHS	Montana State University	GCF_000495735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000495735.1_Acidilobus_sp._JCHS
GCA_000812185.1	PRJNA223412	SAMN03273964		na	1410606	1410606	Candidatus Nitrosopelagicus brevis	strain=CN25		latest	Complete Genome	Major	Full	2014/12/31	ASM81218v1	J. Craig Venter Institute	GCF_000812185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000812185.1_ASM81218v1
GCA_000496175.1	PRJNA224118	SAMN02347633	AYLI00000000.1	na	1412871	1412871	uncultured archaeon A07HR67			latest	Scaffold	Major	Full	2013/11/08	A07HR67_11212a_select	University of California, San Diego, Scripps Institution of Oceanography	GCF_000496175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000496175.1_A07HR67_11212a_select
GCA_000496195.1	PRJNA224119	SAMN02347633	AYLJ00000000.1	na	1412872	1412872	uncultured archaeon A07HB70			latest	Scaffold	Major	Full	2013/11/08	A07HB70_072612b_select	University of California, San Diego, Scripps Institution of Oceanography	GCF_000496195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000496195.1_A07HB70_072612b_select
GCA_000496215.1	PRJNA224120	SAMN02347633	AYLK00000000.1	na	1412873	1412873	uncultured archaeon A07HN63			latest	Scaffold	Major	Full	2013/11/08	A07HN63_021313_select	University of California, San Diego, Scripps Institution of Oceanography	GCF_000496215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000496215.1_A07HN63_021313_select
GCA_000496235.1	PRJNA224121	SAMN02347633	AYLL00000000.1	na	1412874	1412874	uncultured archaeon A07HR60			latest	Scaffold	Major	Full	2013/11/08	A07HR60_111512_select	University of California, San Diego, Scripps Institution of Oceanography	GCF_000496235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000496235.1_A07HR60_111512_select
GCA_000494205.1	PRJNA213353	SAMN02441765	AWOB00000000.1	na	1415632	1415632	crenarchaeote JGI-OTU-1	strain=JGI-OTU-1		latest	Contig	Major	Full	2013/10/31	Geoarchaeota archaeon OTU 1	DOE Joint Genome Institute	GCF_000494205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000494205.1_Geoarchaeota_archaeon_OTU_1
GCA_000690595.1	PRJNA227069	SAMN02390968	JHUT00000000.1	na	1416969	1416969	Haloterrigena sp. H13	strain=H13		latest	Contig	Major	Full	2014/05/13	LPSSH13	National Chung Hsing University, Taichung City, Taiwan R.O.C.	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000690595.1_LPSSH13
GCA_001261915.1	PRJEB9482	SAMEA3432861	CVRT00000000.1	na	1419722	1419722	Halorubrum sp. SD626R	strain=SD626R		latest	Contig	Major	Partial	2015/07/30	Halorubrum SD626R	University seville	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001261915.1_Halorubrum_SD626R
GCA_000495475.1	PRJNA198495	SAMN02471691	ASGZ00000000.1	na	1324957	1431545	Candidatus Halobonum tyrrellensis G22	strain=G22		latest	Contig	Major	Full	2013/11/05	Htyrrel1.0	Scripps Institution of Oceanography, UC San Diego	GCF_000495475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000495475.1_Htyrrel1.0
GCA_000969945.1	PRJNA230954	SAMN03074590		na	1434099	1434099	Methanosarcina sp. Kolksee	strain=Kolksee		latest	Complete Genome	Major	Full	2015/04/07	ASM96994v1	University of Illinois at Urbana-Champaign	GCF_000969945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000969945.1_ASM96994v1
GCA_000970045.1	PRJNA230955	SAMN03074591		na	1434100	1434100	Methanosarcina sp. MTP4	strain=MTP4		latest	Complete Genome	Major	Full	2015/04/07	ASM97004v1	University of Illinois at Urbana-Champaign	GCF_000970045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000970045.1_ASM97004v1
GCA_000970005.1	PRJNA230957	SAMN03074593		na	1434102	1434102	Methanosarcina sp. WH1	strain=WH1		latest	Complete Genome	Major	Full	2015/04/07	ASM97000v1	University of Illinois at Urbana-Champaign	GCF_000970005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000970005.1_ASM97000v1
GCA_000969965.1	PRJNA230958	SAMN03074594		na	1434103	1434103	Methanosarcina sp. WWM596	strain=WWM596		latest	Complete Genome	Major	Full	2015/04/07	ASM96996v1	University of Illinois at Urbana-Champaign	GCF_000969965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000969965.1_ASM96996v1
GCA_000739575.1	PRJDB2989	SAMD00018744	BBJO00000000.1	representative genome	1448860	1448860	Halobellus rufus	strain=CBA1103		latest	Contig	Major	Full	2014/07/31	ASM73957v1	Korea Basic Science Institute	GCF_000739575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000739575.1_ASM73957v1
GCA_000755225.1	PRJDB3110	SAMD00019894	BBMO00000000.1	representative genome	1457250	1457250	Halapricum salinum	strain=CBA1105		latest	Contig	Major	Full	2014/09/11	ASM75522v1	Korea Basic Science Institute	GCF_000755225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000755225.1_ASM75522v1
GCA_000730285.1	PRJNA235208	SAMN03081530		na	1459636	1459637	Candidatus Nitrososphaera evergladensis SR1		SR1	latest	Complete Genome	Major	Full	2014/07/17	ASM73028v1	University of Florida	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000730285.1_ASM73028v1
GCA_000402355.1	PRJNA192465	SAMN02441399	AQRS00000000.1	na	1104576	1462419	Candidatus Iainarchaeum andersonii SCGC AAA011-E11	strain=SCGC AAA011-E11		latest	Contig	Major	Full	2013/05/29	ASM40235v1	DOE Joint Genome Institute	GCF_000402355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000402355.1_ASM40235v1
GCA_000405245.1	PRJNA192394	SAMN02440540	ASMQ00000000.1	na	743730	1462428	Candidatus Aenigmarchaeum subterraneum SCGC AAA011-O16	strain=SCGC AAA011-O16		latest	Contig	Major	Partial	2013/06/03	ASM40524v1		na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000405245.1_ASM40524v1
GCA_001282785.1	PRJEB9600	SAMEA3451356	CVUA00000000.1	na	1480675	1480675	Halolamina sp. halo-7	strain=halo7		latest	Contig	Major	Full	2015/08/17	halo7	JEJU NATIONAL UNIVERSITY	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_001282785.1_halo7
GCA_000813245.1	PRJNA237279	SAMN03274240		na	697581	1483572	Thermofilum carboxyditrophus 1505	strain=1505		latest	Complete Genome	Major	Full	2015/01/02	ASM81324v1	Centre Bioengineering RAS	GCF_000813245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000813245.1_ASM81324v1
GCA_000979415.1	PRJNA242781	SAMN02708988	JJOW00000000.1	na	1483596	1483596	Methanosarcina sp. 2.H.T.1A.15	strain=2.H.T.1A.15		latest	Contig	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000979415.1_gtlEnvA5udCFS
GCA_000979425.1	PRJNA242781	SAMN02708989	JJOX00000000.1	na	1483597	1483597	Methanosarcina sp. 2.H.T.1A.3	strain=2.H.T.1A.3		latest	Contig	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000979425.1_gtlEnvA5udCFS
GCA_000979475.1	PRJNA242781	SAMN02708990	JJOZ00000000.1	na	1483598	1483598	Methanosarcina sp. 2.H.T.1A.8	strain=2.H.T.1A.8		latest	Contig	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000979475.1_gtlEnvA5udCFS
GCA_000979455.1	PRJNA242781	SAMN02708991	JJOY00000000.1	na	1483599	1483599	Methanosarcina sp. 2.H.T.1A.6	strain=2.H.T.1A.6		latest	Contig	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000979455.1_gtlEnvA5udCFS
GCA_000979385.1	PRJNA242781	SAMN02708992	JJOV00000000.1	na	1483600	1483600	Methanosarcina sp. 2.H.A.1B.4	strain=2.H.A.1B.4		latest	Contig	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000979385.1_gtlEnvA5udCFS
GCA_000979975.1	PRJNA242781	SAMN02708993	JJQL00000000.1	na	1483601	1483601	Methanosarcina sp. 1.H.A.2.2	strain=1.H.A.2.2		latest	Contig	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000979975.1_gtlEnvA5udCFS
GCA_000979295.1	PRJNA242781	SAMN02708994	JJQY00000000.1	na	1483602	1483602	Methanosarcina sp. 1.H.T.1A.1	strain=1.H.T.1A.1		latest	Contig	Major	Full	2015/04/23	gtlEnvA5udCFS	University of Illinois at Urbana-Champaign	GCF_000979295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000979295.1_gtlEnvA5udCFS
GCA_000691505.1	PRJNA245787	SAMN02739884	JMIP00000000.1	na	1495067	1495067	Halostagnicola sp. A56	strain=A56		replaced	Contig	Major	Full	2014/05/15	HalLar1.0	Agharkar Research Institute	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000691505.1_HalLar1.0
GCA_000691505.2	PRJNA245787	SAMN02739884	JMIP00000000.2	na	1495067	1495067	Halostagnicola sp. A56	strain=A56		latest	Contig	Major	Full	2015/07/07	ASM69150v2	Agharkar Research Institute	GCF_000691505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000691505.2_ASM69150v2
GCA_000691865.1	PRJNA245503	SAMN02738432	JMIO00000000.1	na	1495314	1495314	Methanoculleus sp. MH98A	strain=MH98A		latest	Contig	Major	Full	2014/05/15	MethMaris1.0	Agharkar Research Institute	GCF_000691865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000691865.1_MethMaris1.0
GCA_000744455.1	PRJNA243944	SAMN02745846	JQLY00000000.1	na	1495336	1495336	Methanobacterium sp. SMA-27	strain=SMA-27		latest	Contig	Major	Full	2014/08/28	ASM74445v1	DOE Joint Genome Institute	GCF_000744455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000744455.1_ASM74445v1
GCA_000746205.1	PRJNA246208	SAMN02787129	JQKV00000000.1	na	1498500	1498500	Halorubrum sp. BV1	strain=BV1		latest	Scaffold	Major	Full	2014/08/28	ASM74620v1	DOE Joint Genome Institute	GCF_000746205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000746205.1_ASM74620v1
GCA_000746785.1	PRJNA248330	SAMN02869637	JOTA00000000.1	na	1502289	1502289	Marine Group I thaumarchaeote SCGC AAA799-B03		SCGC AAA799-B03	latest	Contig	Major	Full	2014/08/29	ASM74678v1	King Abdullah University of Science and Technology	GCF_000746785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000746785.1_ASM74678v1
GCA_000746695.1	PRJNA248331	SAMN02869639	JOTB00000000.1	na	1502290	1502290	Marine Group I thaumarchaeote SCGC AAA799-D07		SCGC AAA799-D07	latest	Contig	Major	Full	2014/08/29	ASM74669v1	King Abdullah University of Science and Technology	GCF_000746695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000746695.1_ASM74669v1
GCA_000746765.1	PRJNA248333	SAMN02869596	JOSY00000000.1	na	1502291	1502291	Marine Group I thaumarchaeote SCGC AAA799-D11		SCGC AAA799-D11	latest	Contig	Major	Full	2014/08/29	ASM74676v1	King Abdullah University of Science and Technology	GCF_000746765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000746765.1_ASM74676v1
GCA_000724145.1	PRJNA248336	SAMN02851527	JNVL00000000.1	na	1502292	1502292	Marine Group I thaumarchaeote SCGC AAA799-E16		SCGC AAA799-E16	latest	Contig	Major	Full	2014/07/08	ASM72414v1	King Abdullah University of Science and Technology	GCF_000724145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000724145.1_ASM72414v1
GCA_000722915.1	PRJNA248337	SAMN02854326	JOKN00000000.1	na	1502293	1502293	Marine Group I thaumarchaeote SCGC AAA799-N04		SCGC AAA799-N04	latest	Contig	Major	Full	2014/07/07	ASM72291v1	King Abdullah University of Science and Technology	GCF_000722915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000722915.1_ASM72291v1
GCA_000746705.1	PRJNA248338	SAMN02869643	JOTC00000000.1	na	1502294	1502294	Marine Group I thaumarchaeote SCGC AAA799-O18		SCGC AAA799-O18	latest	Contig	Major	Full	2014/08/29	ASM74670v1	King Abdullah University of Science and Technology	GCF_000746705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA_000746705.1_ASM74670v1
